0k2cq,0k2cq,1,
0k2cq,0tsou,0.1,
0k2cq,306fp,0.2,
0k2cq,36mab,0.2,
0k2cq,4718r,0.6,
0k2cq,4snwv,0.5,
0k2cq,6062q,0.5,
0k2cq,6xiit,0.1,
0k2cq,75581,0.1,
0k2cq,7nrit,0.1,
0k2cq,7tb58,0.2,
0k2cq,95saa,0.5,
0k2cq,97vve,0.1,
0k2cq,9n6v4,0.1,
0k2cq,9njqe,0.3,
0k2cq,a9qsd,0.3,
0k2cq,aewa7,0.2,
0k2cq,b4bxs,0.8,
0k2cq,brhrx,0.3,
0k2cq,d2tzi,0.2,
0k2cq,hktsr,0.1,
0k2cq,i5rpt,0.3,
0k2cq,ickpq,0.4,
0k2cq,m2k0x,0.2,
0k2cq,o6p8o,0.4,
0k2cq,o7hgm,0.1,
0k2cq,otwp4,0.3,
0k2cq,rcql6,0.1,
0k2cq,t2ukq,0.1,
0k2cq,t3l4h,0.3,
0k2cq,tx96a,0.1,
0k2cq,u0fbt,0.3,
0k2cq,u5ghe,0.3,
0k2cq,wvk2n,0.1,
0k2cq,xqhhy,0.2,
0k2cq,y2i17,0.6,
0k2cq,ydda7,0.3,
0tsou,0tsou,1,
0tsou,2zt0y,0.4,
0tsou,306fp,0.4,
0tsou,36mab,0.4,
0tsou,4718r,0.2,
0tsou,4snwv,0.2,
0tsou,4x99y,0.3,
0tsou,6062q,0.5,
0tsou,6xiit,0.3,
0tsou,75581,0.4,
0tsou,7nrit,0.2,
0tsou,7tb58,0.3,
0tsou,97vve,0.5,
0tsou,9fwxw,0.5,
0tsou,9h24q,0.2,
0tsou,9n6v4,0.2,
0tsou,9njqe,0.1,
0tsou,a9qsd,0.1,
0tsou,brhrx,0.2,
0tsou,d2tzi,0.3,
0tsou,edf28,0.4,
0tsou,h2aeg,0.3,
0tsou,hktsr,0.3,
0tsou,i5rpt,0.2,
0tsou,ijhu4,0.2,
0tsou,m2k0x,0.3,
0tsou,npuga,0.2,
0tsou,o1ojm,0.5,
0tsou,o6p8o,0.2,
0tsou,o7hgm,0.4,
0tsou,otwp4,0.3,
0tsou,rcql6,0.3,
0tsou,rpwiz,0.2,
0tsou,t0nen,0.1,
0tsou,t2ukq,0.4,
0tsou,t3l4h,0.4,
0tsou,tx96a,0.1,
0tsou,u0fbt,0.3,
0tsou,u5ghe,0.3,
0tsou,wcnoy,0.4,
0tsou,wpok6,0.3,
0tsou,wvk2n,0.4,
0tsou,xqhhy,0.1,
0tsou,y2i17,0.1,
0tsou,ydda7,0.4,
2zt0y,2zt0y,1,
2zt0y,306fp,0.2,
2zt0y,36mab,0.3,
2zt0y,4x99y,0.3,
2zt0y,6xiit,0.2,
2zt0y,75581,0.3,
2zt0y,7nrit,0.5,
2zt0y,7tb58,0.1,
2zt0y,95saa,0.2,
2zt0y,97vve,0.5,
2zt0y,9fwxw,0.4,
2zt0y,9h24q,0.7,
2zt0y,9n6v4,0.4,
2zt0y,9njqe,0.2,
2zt0y,a9qsd,0.2,
2zt0y,aewa7,0.2,
2zt0y,d2tzi,0.1,
2zt0y,edf28,0.3,
2zt0y,h2aeg,0.6,
2zt0y,hktsr,0.4,
2zt0y,i5rpt,0.1,
2zt0y,ickpq,0.1,
2zt0y,ijhu4,0.3,
2zt0y,m2k0x,0.3,
2zt0y,npuga,0.4,
2zt0y,o1ojm,0.4,
2zt0y,o6p8o,0.2,
2zt0y,o7hgm,0.3,
2zt0y,rcql6,0.6,
2zt0y,rpwiz,0.3,
2zt0y,t0nen,0.3,
2zt0y,t2ukq,0.3,
2zt0y,tx96a,0.3,
2zt0y,u0fbt,0.1,
2zt0y,u5ghe,0.2,
2zt0y,wcnoy,0.6,
2zt0y,wpok6,0.5,
2zt0y,wvk2n,0.3,
2zt0y,xqhhy,0.3,
2zt0y,y2i17,0.1,
2zt0y,ydda7,0.2,
306fp,306fp,1,
306fp,4snwv,0.4,
306fp,4x99y,0.3,
306fp,6062q,0.2,
306fp,75581,0.3,
306fp,7tb58,0.2,
306fp,95saa,0.2,
306fp,97vve,0.2,
306fp,9fwxw,0.3,
306fp,9h24q,0.1,
306fp,9n6v4,0.2,
306fp,9njqe,0.3,
306fp,a9qsd,0.2,
306fp,aewa7,0.1,
306fp,b4bxs,0.1,
306fp,brhrx,0.1,
306fp,d2tzi,0.2,
306fp,edf28,0.3,
306fp,h2aeg,0.3,
306fp,hktsr,0.2,
306fp,i5rpt,0.3,
306fp,ickpq,0.2,
306fp,ijhu4,0.2,
306fp,m2k0x,0.2,
306fp,npuga,0.5,
306fp,o1ojm,0.3,
306fp,o6p8o,0.2,
306fp,o7hgm,0.4,
306fp,otwp4,0.2,
306fp,rcql6,0.1,
306fp,rpwiz,0.3,
306fp,t0nen,0.3,
306fp,t2ukq,0.1,
306fp,t3l4h,0.2,
306fp,tx96a,0.4,
306fp,u0fbt,0.3,
306fp,u5ghe,0.1,
306fp,wcnoy,0.1,
306fp,wpok6,0.4,
306fp,wvk2n,0.2,
306fp,xqhhy,0.3,
306fp,ydda7,0.4,
36mab,36mab,1,
36mab,4718r,0.5,
36mab,4snwv,0.1,
36mab,4x99y,0.3,
36mab,6062q,0.3,
36mab,6xiit,0.2,
36mab,75581,0.3,
36mab,7nrit,0.3,
36mab,7tb58,0.3,
36mab,95saa,0.4,
36mab,97vve,0.4,
36mab,9fwxw,0.1,
36mab,9h24q,0.2,
36mab,9n6v4,0.5,
36mab,9njqe,0.2,
36mab,a9qsd,0.6,
36mab,aewa7,0.1,
36mab,b4bxs,0.3,
36mab,brhrx,0.1,
36mab,d2tzi,0.1,
36mab,edf28,0.3,
36mab,h2aeg,0.1,
36mab,hktsr,0.4,
36mab,i5rpt,0.1,
36mab,ickpq,0.1,
36mab,ijhu4,0.3,
36mab,m2k0x,0.4,
36mab,npuga,0.2,
36mab,o1ojm,0.4,
36mab,o6p8o,0.5,
36mab,o7hgm,0.3,
36mab,otwp4,0.1,
36mab,rcql6,0.6,
36mab,t0nen,0.3,
36mab,t2ukq,0.3,
36mab,t3l4h,0.1,
36mab,tx96a,0.2,
36mab,u0fbt,0.2,
36mab,u5ghe,0.6,
36mab,wcnoy,0.2,
36mab,wpok6,0.2,
36mab,wvk2n,0.5,
36mab,xqhhy,0.4,
36mab,y2i17,0.4,
36mab,ydda7,0.3,
4718r,4718r,1,
4718r,4snwv,0.1,
4718r,4x99y,0.1,
4718r,6062q,0.7,
4718r,6xiit,0.4,
4718r,75581,0.2,
4718r,7nrit,0.2,
4718r,7tb58,0.4,
4718r,95saa,0.3,
4718r,97vve,0.1,
4718r,9fwxw,0.1,
4718r,9n6v4,0.2,
4718r,9njqe,0.4,
4718r,a9qsd,0.3,
4718r,aewa7,0.1,
4718r,b4bxs,0.5,
4718r,brhrx,0.4,
4718r,d2tzi,0.2,
4718r,edf28,0.2,
4718r,hktsr,0.2,
4718r,i5rpt,0.3,
4718r,ickpq,0.1,
4718r,ijhu4,0.1,
4718r,m2k0x,0.4,
